file,notes,barlines
deut0017.krn,32,8
deut0016.krn,55,15
deut0002.krn,64,16
deut0214.krn,48,16
deut0566.krn,52,16
deut0200.krn,88,18
deut0228.krn,74,20
deut0360.krn,39,8
deut0406.krn,64,16
deut0412.krn,42,12
deut0374.krn,75,20
deut0348.krn,62,22
deut0189.krn,28,8
deut0162.krn,30,8
deut0176.krn,27,16
deut0172.krn,59,13
deut0166.krn,66,25
deut0199.krn,59,16
deut0370.krn,45,9
deut0416.krn,79,16
deut0402.krn,125,48
deut0364.krn,30,8
deut0358.krn,72,16
deut0204.krn,33,16
deut0562.krn,53,12
deut0210.krn,26,8
deut0238.krn,79,18
deut0006.krn,37,8
deut0012.krn,53,10
deut0013.krn,70,16
deut0007.krn,64,12
deut0239.krn,50,13
deut0211.krn,33,10
deut0205.krn,32,8
deut0563.krn,95,28
deut0359.krn,68,16
deut0403.krn,57,12
deut0365.krn,70,19
deut0371.krn,47,10
deut0417.krn,67,17
deut0198.krn,37,12
deut0167.krn,42,8
deut0173.krn,43,13
deut0165.krn,33,18
deut0171.krn,62,25
deut0159.krn,44,12
deut0367.krn,66,16
deut0401.krn,62,16
deut0415.krn,48,12
deut0373.krn,49,14
deut0429.krn,51,14
deut0398.krn,74,16
deut0213.krn,73,16
deut0561.krn,26,8
deut0207.krn,51,14
deut0549.krn,76,16
deut0011.krn,51,14
deut0005.krn,46,18
deut0039.krn,69,16
deut0038.krn,45,8
deut0004.krn,74,16
deut0010.krn,94,20
deut0548.krn,91,32
deut0560.krn,52,10
deut0206.krn,78,16
deut0212.krn,47,15
deut0399.krn,55,12
deut0428.krn,63,12
deut0414.krn,47,16
deut0372.krn,70,20
deut0366.krn,92,24
deut0400.krn,47,12
deut0158.krn,59,18
deut0170.krn,57,13
deut0164.krn,53,10
deut0103.krn,57,16
deut0117.krn,37,12
deut0329.krn,66,12
deut0301.krn,68,20
deut0467.krn,52,14
deut0473.krn,29,8
deut0315.krn,46,10
deut0498.krn,69,20
deut0249.krn,106,20
deut0275.krn,98,18
deut0513.krn,98,32
deut0507.krn,59,12
deut0261.krn,58,14
deut0077.krn,41,8
deut0063.krn,55,15
deut0088.krn,75,16
deut0089.krn,90,16
deut0062.krn,44,16
deut0076.krn,52,16
deut0506.krn,31,8
deut0260.krn,64,20
deut0274.krn,66,12
deut0512.krn,79,24
deut0248.krn,59,12
deut0499.krn,51,12
deut0472.krn,22,6
deut0314.krn,57,25
deut0300.krn,84,24
deut0466.krn,35,6
deut0328.krn,71,16
deut0116.krn,61,16
deut0102.krn,48,12
deut0128.krn,40,16
deut0114.krn,28,8
deut0100.krn,46,16
deut0458.krn,85,20
deut0316.krn,97,28
deut0470.krn,30,8
deut0464.krn,38,8
deut0302.krn,62,13
deut0538.krn,47,16
deut0262.krn,74,23
deut0504.krn,120,32
deut0510.krn,37,10
deut0276.krn,83,24
deut0289.krn,87,22
deut0048.krn,60,24
deut0060.krn,31,12
deut0074.krn,104,32
deut0075.krn,92,20
deut0061.krn,60,16
deut0049.krn,46,16
deut0288.krn,151,58
deut0511.krn,68,16
deut0277.krn,50,12
deut0263.krn,67,18
deut0505.krn,55,16
deut0539.krn,49,16
deut0465.krn,35,9
deut0303.krn,111,25
deut0317.krn,66,18
deut0471.krn,98,24
deut0459.krn,30,9
deut0101.krn,55,15
deut0115.krn,24,8
deut0129.krn,65,16
deut0111.krn,35,14
deut0105.krn,51,16
deut0139.krn,28,8
deut0475.krn,57,14
deut0313.krn,40,12
deut0307.krn,86,20
deut0461.krn,32,8
deut0449.krn,54,12
deut0501.krn,67,16
deut0267.krn,120,28
deut0273.krn,72,18
deut0515.krn,34,10
deut0529.krn,41,14
deut0298.krn,44,16
deut0065.krn,51,17
deut0071.krn,45,15
deut0059.krn,54,12
deut0058.krn,86,16
deut0070.krn,30,8
deut0064.krn,94,24
deut0299.krn,87,28
deut0528.krn,69,14
deut0272.krn,61,16
deut0514.krn,92,29
deut0500.krn,48,16
deut0266.krn,111,31
deut0448.krn,51,12
deut0306.krn,84,20
deut0460.krn,33,8
deut0474.krn,33,8
deut0312.krn,82,32
deut0138.krn,38,12
deut0104.krn,55,24
deut0110.krn,43,12
deut0106.krn,52,12
deut0112.krn,56,16
deut0462.krn,47,14
deut0304.krn,62,16
deut0310.krn,59,12
deut0476.krn,52,12
deut0338.krn,87,18
deut0489.krn,50,8
deut0516.krn,76,24
deut0270.krn,59,16
deut0264.krn,74,32
deut0502.krn,64,20
deut0258.krn,37,12
deut0072.krn,42,16
deut0066.krn,62,12
deut0099.krn,34,18
deut0098.krn,46,10
deut0067.krn,43,12
deut0073.krn,75,16
deut0259.krn,152,38
deut0265.krn,63,16
deut0503.krn,35,17
deut0517.krn,64,16
deut0271.krn,46,10
deut0488.krn,105,18
deut0339.krn,54,12
deut0311.krn,63,28
deut0477.krn,53,12
deut0463.krn,74,18
deut0305.krn,127,42
deut0113.krn,42,16
deut0107.krn,30,8
deut0122.krn,34,12
deut0136.krn,38,14
deut0308.krn,63,16
deut0320.krn,74,18
deut0446.krn,114,34
deut0452.krn,32,10
deut0334.krn,68,12
deut0485.krn,42,7
deut0491.krn,75,14
deut0268.krn,74,16
deut0254.krn,73,19
deut0532.krn,52,8
deut0526.krn,57,16
deut0240.krn,108,39
deut0297.krn,36,11
deut0283.krn,57,20
deut0056.krn,61,16
deut0042.krn,45,10
deut0095.krn,25,8
deut0081.krn,36,8
deut0080.krn,78,16
deut0094.krn,97,23
deut0043.krn,34,10
deut0057.krn,107,24
deut0282.krn,97,19
deut0296.krn,92,30
deut0527.krn,64,24
deut0241.krn,67,12
deut0255.krn,53,12
deut0533.krn,31,8
deut0269.krn,76,24
deut0490.krn,61,20
deut0484.krn,28,12
deut0453.krn,32,10
deut0335.krn,106,24
deut0321.krn,59,16
deut0447.krn,38,10
deut0309.krn,124,56
deut0137.krn,60,20
deut0123.krn,86,22
deut0109.krn,46,12
deut0135.krn,48,16
deut0121.krn,44,14
deut0479.krn,36,8
deut0337.krn,58,12
deut0451.krn,61,14
deut0445.krn,78,20
deut0323.krn,45,10
deut0492.krn,46,16
deut0486.krn,72,17
deut0519.krn,47,14
deut0243.krn,32,10
deut0525.krn,74,23
deut0531.krn,15,4
deut0257.krn,35,10
deut0280.krn,80,26
deut0294.krn,46,13
deut0069.krn,30,8
deut0041.krn,34,8
deut0055.krn,104,20
deut0082.krn,44,12
deut0096.krn,100,26
deut0097.krn,28,8
deut0083.krn,36,10
deut0054.krn,66,14
deut0040.krn,123,28
deut0068.krn,33,8
deut0295.krn,78,18
deut0281.krn,82,16
deut0530.krn,18,4
deut0256.krn,82,20
deut0242.krn,70,16
deut0524.krn,36,8
deut0518.krn,28,8
deut0487.krn,35,9
deut0493.krn,47,16
deut0444.krn,31,8
deut0322.krn,69,24
deut0336.krn,61,16
deut0450.krn,30,8
deut0478.krn,33,7
deut0120.krn,42,10
deut0134.krn,46,12
deut0108.krn,68,20
deut0130.krn,26,8
deut0124.krn,49,16
deut0118.krn,35,8
deut0454.krn,56,16
deut0332.krn,48,10
deut0326.krn,46,8
deut0440.krn,49,8
deut0468.krn,31,8
deut0497.krn,30,8
deut0483.krn,45,8
deut0520.krn,67,18
deut0246.krn,33,8
deut0252.krn,53,16
deut0534.krn,57,14
deut0508.krn,44,12
deut0285.krn,76,16
deut0291.krn,126,24
deut0044.krn,35,12
deut0050.krn,34,11
deut0078.krn,65,16
deut0087.krn,47,12
deut0093.krn,42,12
deut0092.krn,52,16
deut0086.krn,52,16
deut0079.krn,65,16
deut0051.krn,132,32
deut0045.krn,37,12
deut0290.krn,111,27
deut0284.krn,43,11
deut0509.krn,44,8
deut0253.krn,48,12
deut0535.krn,53,13
deut0521.krn,69,12
deut0247.krn,71,16
deut0482.krn,35,16
deut0496.krn,40,8
deut0469.krn,46,10
deut0327.krn,58,12
deut0441.krn,34,10
deut0455.krn,47,12
deut0333.krn,68,12
deut0119.krn,37,8
deut0125.krn,67,13
deut0131.krn,40,12
deut0127.krn,60,14
deut0133.krn,39,10
deut0443.krn,27,9
deut0325.krn,54,11
deut0331.krn,54,10
deut0457.krn,60,12
deut0319.krn,63,18
deut0480.krn,62,16
deut0494.krn,116,18
deut0537.krn,29,8
deut0251.krn,28,14
deut0245.krn,102,24
deut0523.krn,44,15
deut0279.krn,82,26
deut0292.krn,130,24
deut0286.krn,55,12
deut0053.krn,47,16
deut0047.krn,55,14
deut0090.krn,47,16
deut0084.krn,30,8
deut0085.krn,22,5
deut0091.krn,45,10
deut0046.krn,74,16
deut0052.krn,47,16
deut0287.krn,92,28
deut0293.krn,68,16
deut0278.krn,42,15
deut0244.krn,80,25
deut0522.krn,29,12
deut0536.krn,38,9
deut0250.krn,45,10
deut0495.krn,35,8
deut0481.krn,97,18
deut0318.krn,52,16
deut0330.krn,102,36
deut0456.krn,78,32
deut0442.krn,81,35
deut0324.krn,88,16
deut0132.krn,40,14
deut0126.krn,37,8
deut0169.krn,30,8
deut0141.krn,26,8
deut0155.krn,33,14
deut0182.krn,37,10
deut0196.krn,14,4
deut0419.krn,62,16
deut0425.krn,67,17
deut0343.krn,28,17
deut0357.krn,92,25
deut0431.krn,86,16
deut0380.krn,37,10
deut0394.krn,127,34
deut0551.krn,59,12
deut0237.krn,98,20
deut0223.krn,82,12
deut0545.krn,47,14
deut0009.krn,43,12
deut0035.krn,49,14
deut0021.krn,73,24
deut0020.krn,81,16
deut0034.krn,56,12
deut0008.krn,80,16
deut0222.krn,62,17
deut0544.krn,47,16
deut0550.krn,127,32
deut0236.krn,38,12
deut0395.krn,57,14
deut0381.krn,27,10
deut0356.krn,60,20
deut0430.krn,24,8
deut0424.krn,81,20
deut0342.krn,43,8
deut0418.krn,28,12
deut0197.krn,32,11
deut0183.krn,40,8
deut0154.krn,52,24
deut0140.krn,50,12
deut0168.krn,85,16
deut0156.krn,50,16
deut0142.krn,56,16
deut0195.krn,28,8
deut0181.krn,41,10
deut0368.krn,29,7
deut0432.krn,39,10
deut0354.krn,75,24
deut0340.krn,38,12
deut0426.krn,61,16
deut0397.krn,72,18
deut0383.krn,34,8
deut0208.krn,90,32
deut0546.krn,31,8
deut0220.krn,98,28
deut0234.krn,63,12
deut0552.krn,56,16
deut0022.krn,46,16
deut0036.krn,85,16
deut0037.krn,89,21
deut0023.krn,78,20
deut0235.krn,111,20
deut0553.krn,49,14
deut0547.krn,48,8
deut0221.krn,54,16
deut0209.krn,47,12
deut0382.krn,46,16
deut0396.krn,84,32
deut0341.krn,70,12
deut0427.krn,37,8
deut0433.krn,62,24
deut0355.krn,97,22
deut0369.krn,49,10
deut0180.krn,26,8
deut0194.krn,32,8
deut0143.krn,31,8
deut0157.krn,73,8
deut0153.krn,32,14
deut0147.krn,47,12
deut0190.krn,30,8
deut0184.krn,42,10
deut0351.krn,75,18
deut0437.krn,42,15
deut0423.krn,35,16
deut0345.krn,116,24
deut0379.krn,62,16
deut0392.krn,86,16
deut0386.krn,67,18
deut0225.krn,139,36
deut0543.krn,45,14
deut0557.krn,34,8
deut0231.krn,64,14
deut0219.krn,67,18
deut0027.krn,33,8
deut0033.krn,56,20
deut0032.krn,34,8
deut0026.krn,44,10
deut0218.krn,70,24
deut0556.krn,44,12
deut0230.krn,36,12
deut0224.krn,77,16
deut0542.krn,51,16
deut0387.krn,54,13
deut0393.krn,84,32
deut0378.krn,44,10
deut0422.krn,79,40
deut0344.krn,115,24
deut0350.krn,85,20
deut0436.krn,65,16
deut0185.krn,74,16
deut0191.krn,56,23
deut0146.krn,58,16
deut0152.krn,28,8
deut0144.krn,48,10
deut0150.krn,43,13
deut0178.krn,29,8
deut0187.krn,25,8
deut0193.krn,24,8
deut0346.krn,78,12
deut0420.krn,93,28
deut0434.krn,67,16
deut0352.krn,60,12
deut0408.krn,50,13
deut0385.krn,61,18
deut0391.krn,59,16
deut0232.krn,61,17
deut0554.krn,71,24
deut0540.krn,33,8
deut0226.krn,86,26
deut0030.krn,34,8
deut0024.krn,40,12
deut0018.krn,57,14
deut0019.krn,82,24
deut0025.krn,51,14
deut0031.krn,47,16
deut0541.krn,55,19
deut0227.krn,93,24
deut0233.krn,44,10
deut0555.krn,64,16
deut0390.krn,31,9
deut0384.krn,28,8
deut0409.krn,48,12
deut0435.krn,52,8
deut0353.krn,46,12
deut0347.krn,69,18
deut0421.krn,83,18
deut0192.krn,23,8
deut0186.krn,30,8
deut0179.krn,56,16
deut0151.krn,68,16
deut0145.krn,40,12
deut4448.krn,88,20
deut4460.krn,88,19
deut4474.krn,32,14
deut4500.krn,37,16
deut4501.krn,51,13
deut4475.krn,92,19
deut4461.krn,156,51
deut4449.krn,120,24
deut4477.krn,47,11
deut4463.krn,47,12
deut4488.krn,58,12
deut4503.krn,24,7
deut4502.krn,74,23
deut4489.krn,37,8
deut4462.krn,56,13
deut4476.krn,46,9
deut4472.krn,39,10
deut4466.krn,100,31
deut4499.krn,36,8
deut4498.krn,58,12
deut4467.krn,60,16
deut4473.krn,50,13
deut4465.krn,81,21
deut4471.krn,90,21
deut4459.krn,70,41
deut4458.krn,64,16
deut4470.krn,53,19
deut4464.krn,70,16
deut4403.krn,26,8
deut4417.krn,132,37
deut4416.krn,69,12
deut4402.krn,59,11
deut4428.krn,40,12
deut4414.krn,60,20
deut4400.krn,94,28
deut4399.krn,65,16
deut4398.krn,62,25
deut4401.krn,25,8
deut4415.krn,43,10
deut4429.krn,28,8
deut4411.krn,24,8
deut4405.krn,30,8
deut4439.krn,84,25
deut4438.krn,52,14
deut4404.krn,27,8
deut4410.krn,53,19
deut4406.krn,38,18
deut4412.krn,48,12
deut4413.krn,59,13
deut4407.krn,90,46
deut4422.krn,37,16
deut4436.krn,33,8
deut4437.krn,53,16
deut4423.krn,84,24
deut4409.krn,64,12
deut4435.krn,65,12
deut4421.krn,25,7
deut4420.krn,64,10
deut4434.krn,86,24
deut4408.krn,58,12
deut4430.krn,28,8
deut4424.krn,25,8
deut4418.krn,44,4
deut4419.krn,63,10
deut4425.krn,47,16
deut4431.krn,32,11
deut4427.krn,74,16
deut4433.krn,52,12
deut4432.krn,30,8
deut4426.krn,48,14
deut4469.krn,69,19
deut4441.krn,40,16
deut4455.krn,30,8
deut4482.krn,44,11
deut4496.krn,56,12
deut4497.krn,38,8
deut4483.krn,74,22
deut4454.krn,31,10
deut4440.krn,57,20
deut4468.krn,46,13
deut4456.krn,29,8
deut4442.krn,47,11
deut4495.krn,40,11
deut4481.krn,112,20
deut4480.krn,98,26
deut4494.krn,58,12
deut4443.krn,47,10
deut4457.krn,93,25
deut4453.krn,29,10
deut4447.krn,57,16
deut4490.krn,54,12
deut4484.krn,101,23
deut4485.krn,39,12
deut4491.krn,37,8
deut4446.krn,42,9
deut4452.krn,39,12
deut4444.krn,78,24
deut4450.krn,107,25
deut4478.krn,34,11
deut4487.krn,37,8
deut4493.krn,54,12
deut4492.krn,58,12
deut4486.krn,37,14
deut4479.krn,104,21
deut4451.krn,43,12
deut4445.krn,71,17
deut3694.krn,47,12
deut3680.krn,44,12
deut3723.krn,57,12
deut3737.krn,31,8
deut3736.krn,52,10
deut3722.krn,51,14
deut3681.krn,38,10
deut3695.krn,45,10
deut3668.krn,44,12
deut3683.krn,43,14
deut3697.krn,82,32
deut3734.krn,30,8
deut3720.krn,48,12
deut3708.krn,106,24
deut3709.krn,16,4
deut3721.krn,39,8
deut3735.krn,51,10
deut3696.krn,49,16
deut3682.krn,37,10
deut3669.krn,30,8
deut3679.krn,54,12
deut3686.krn,58,12
deut3692.krn,53,12
deut3719.krn,49,12
deut3731.krn,59,16
deut3725.krn,41,10
deut3724.krn,33,12
deut3730.krn,41,10
deut3718.krn,32,8
deut3693.krn,39,10
deut3687.krn,56,14
deut3678.krn,34,8
deut3691.krn,34,10
deut3685.krn,71,15
deut3726.krn,47,14
deut3732.krn,26,8
deut3733.krn,54,16
deut3727.krn,44,12
deut3684.krn,42,8
deut3690.krn,38,8
deut3740.krn,39,10
deut3754.krn,27,8
deut3768.krn,112,21
deut3769.krn,101,23
deut3755.krn,90,46
deut3741.krn,35,8
deut3757.krn,132,37
deut3743.krn,48,11
deut3742.krn,35,8
deut3756.krn,59,13
deut3752.krn,65,16
deut3746.krn,112,43
deut3747.krn,65,16
deut3753.krn,59,11
deut3745.krn,51,11
deut3751.krn,62,25
deut3750.krn,69,26
deut3744.krn,87,27
deut3761.krn,93,26
deut3749.krn,125,21
deut3748.krn,54,16
deut3760.krn,65,12
deut3762.krn,64,16
deut3763.krn,70,41
deut3767.krn,92,19
deut3766.krn,100,31
deut3772.krn,37,16
deut3758.krn,44,4
deut3764.krn,156,51
deut3770.krn,54,12
deut3771.krn,58,12
deut3765.krn,81,21
deut3759.krn,74,16
deut3676.krn,44,12
deut3689.krn,53,12
deut3702.krn,38,9
deut3716.krn,47,14
deut3717.krn,26,8
deut3703.krn,42,10
deut3688.krn,50,12
deut3663.krn,26,8
deut3677.krn,48,12
deut3675.krn,38,18
deut3715.krn,71,16
deut3701.krn,38,8
deut3729.krn,49,14
deut3728.krn,46,12
deut3700.krn,33,8
deut3714.krn,65,16
deut3674.krn,34,8
deut3664.krn,70,24
deut3670.krn,30,8
deut3738.krn,76,24
deut3710.krn,58,16
deut3704.krn,33,10
deut3705.krn,32,11
deut3711.krn,56,16
deut3739.krn,39,12
deut3671.krn,44,10
deut3665.krn,37,19
deut3673.krn,48,12
deut3667.krn,12,4
deut3698.krn,78,32
deut3707.krn,48,13
deut3713.krn,30,8
deut3712.krn,30,8
deut3706.krn,41,10
deut3699.krn,80,32
deut3666.krn,34,10
deut3672.krn,31,8
czech43.krn,35,10
czech42.krn,34,10
czech40.krn,26,8
czech41.krn,55,12
czech08.krn,26,8
czech34.krn,26,8
czech20.krn,26,8
czech21.krn,32,8
czech35.krn,78,24
czech09.krn,27,6
czech23.krn,33,8
czech37.krn,48,12
czech36.krn,28,6
czech22.krn,32,8
czech26.krn,24,8
czech32.krn,39,6
czech33.krn,29,7
czech27.krn,16,8
czech31.krn,28,12
czech25.krn,22,4
czech19.krn,20,4
czech18.krn,37,8
czech24.krn,40,8
czech30.krn,16,4
czech29.krn,29,8
czech15.krn,32,10
czech01.krn,30,10
czech14.krn,16,4
czech28.krn,43,16
czech02.krn,26,8
czech16.krn,31,8
czech17.krn,30,8
czech03.krn,18,4
czech07.krn,31,6
czech13.krn,30,8
czech12.krn,23,4
czech06.krn,31,10
czech10.krn,29,10
czech04.krn,26,6
czech38.krn,48,12
czech39.krn,39,10
czech05.krn,12,7
czech11.krn,45,16
danmark5.krn,45,8
danmark4.krn,40,8
danmark6.krn,40,16
danmark7.krn,20,4
danmark3.krn,50,18
danmark2.krn,46,10
danmark1.krn,53,20
danmark9.krn,45,10
danmark8.krn,37,12
england1.krn,56,20
england2.krn,33,8
england3.krn,63,20
england4.krn,83,26
france14.krn,25,12
france01.krn,123,34
france03.krn,43,10
france02.krn,36,8
france12.krn,14,8
france06.krn,56,10
france07.krn,38,10
france13.krn,50,16
france05.krn,36,10
france11.krn,70,22
france10.krn,43,18
france04.krn,22,9
france09.krn,41,21
france08.krn,29,8
magyar12.krn,16,4
magyar06.krn,36,8
magyar07.krn,42,10
magyar13.krn,19,8
magyar39.krn,27,8
magyar05.krn,49,7
magyar11.krn,22,4
magyar10.krn,45,12
magyar04.krn,38,12
magyar38.krn,33,8
magyar14.krn,16,6
magyar28.krn,43,16
magyar29.krn,49,16
magyar15.krn,13,4
magyar01.krn,41,16
magyar17.krn,42,9
magyar03.krn,43,11
magyar02.krn,54,16
magyar16.krn,30,14
magyar44.krn,33,8
magyar45.krn,76,21
magyar42.krn,47,12
magyar43.krn,26,8
magyar41.krn,43,10
magyar40.krn,35,10
magyar33.krn,54,14
magyar27.krn,16,4
magyar26.krn,32,13
magyar32.krn,55,12
magyar18.krn,17,4
magyar24.krn,17,5
magyar30.krn,44,16
magyar31.krn,39,12
magyar25.krn,27,8
magyar19.krn,27,7
magyar21.krn,36,8
magyar35.krn,46,13
magyar09.krn,24,7
magyar08.krn,32,8
magyar34.krn,39,8
magyar20.krn,24,6
magyar36.krn,42,12
magyar22.krn,37,8
magyar23.krn,33,8
magyar37.krn,31,8
polska22.krn,38,10
polska23.krn,55,24
polska09.krn,31,6
polska21.krn,26,8
polska20.krn,54,16
polska08.krn,34,8
polska24.krn,32,9
polska18.krn,39,12
polska19.krn,39,10
polska25.krn,29,8
polska17.krn,45,12
polska03.krn,31,6
polska02.krn,31,8
polska16.krn,50,12
polska14.krn,33,8
polska15.krn,40,12
polska01.krn,50,12
polska05.krn,32,8
polska11.krn,38,8
polska10.krn,28,6
polska04.krn,28,6
polska12.krn,46,15
polska06.krn,27,8
polska07.krn,33,8
polska13.krn,28,7
suisse89.krn,41,8
suisse62.krn,37,7
suisse76.krn,28,7
suisse77.krn,36,8
suisse63.krn,44,12
suisse88.krn,39,8
suisse75.krn,37,8
suisse61.krn,67,22
suisse49.krn,55,15
suisse48.krn,38,9
suisse60.krn,42,12
suisse74.krn,37,8
suisse58.krn,45,12
suisse70.krn,36,8
suisse64.krn,43,9
suisse65.krn,44,10
suisse71.krn,34,8
suisse59.krn,39,12
suisse67.krn,24,8
suisse73.krn,36,8
suisse72.krn,32,8
suisse66.krn,44,9
suisse01.krn,94,20
suisse15.krn,87,18
suisse29.krn,44,8
suisse28.krn,66,8
suisse14.krn,46,7
suisse16.krn,56,20
suisse02.krn,94,20
suisse03.krn,52,10
suisse17.krn,116,24
suisse13.krn,26,7
suisse07.krn,36,8
suisse06.krn,67,16
suisse12.krn,76,16
suisse38.krn,41,11
suisse04.krn,38,8
suisse10.krn,26,8
suisse11.krn,51,14
suisse05.krn,32,11
suisse39.krn,67,12
suisse20.krn,39,10
suisse34.krn,47,12
suisse08.krn,61,16
suisse09.krn,38,18
suisse35.krn,35,11
suisse21.krn,66,24
suisse37.krn,34,8
suisse23.krn,126,49
suisse22.krn,47,11
suisse36.krn,81,16
suisse32.krn,67,16
suisse26.krn,77,25
suisse27.krn,85,16
suisse33.krn,38,8
suisse19.krn,58,22
suisse25.krn,114,48
suisse31.krn,37,16
suisse30.krn,28,11
suisse24.krn,34,12
suisse18.krn,32,8
suisse80.krn,36,8
suisse43.krn,60,20
suisse57.krn,39,8
suisse56.krn,29,8
suisse42.krn,56,16
suisse81.krn,56,12
suisse83.krn,31,8
suisse54.krn,70,16
suisse40.krn,32,11
suisse68.krn,50,12
suisse69.krn,45,11
suisse41.krn,53,14
suisse55.krn,39,9
suisse82.krn,58,12
suisse92.krn,53,12
suisse86.krn,32,8
suisse79.krn,33,8
suisse51.krn,39,9
suisse45.krn,65,24
suisse44.krn,47,9
suisse50.krn,78,26
suisse78.krn,29,12
suisse87.krn,38,8
suisse93.krn,53,12
suisse85.krn,38,8
suisse91.krn,63,12
suisse46.krn,58,12
suisse52.krn,38,10
suisse53.krn,34,8
suisse47.krn,31,8
suisse90.krn,55,12
suisse84.krn,74,16
lothr011.krn,47,16
lothr005.krn,45,9
lothr039.krn,61,27
lothr038.krn,45,12
lothr004.krn,97,15
lothr010.krn,37,8
lothr006.krn,27,4
lothr012.krn,56,17
lothr013.krn,69,22
lothr007.krn,23,8
lothr003.krn,33,8
lothr017.krn,37,15
lothr016.krn,49,16
lothr002.krn,47,8
lothr028.krn,33,8
lothr014.krn,37,12
lothr001.krn,44,1
lothr015.krn,31,8
lothr029.krn,66,16
lothr066.krn,54,15
lothr067.krn,29,1
lothr065.krn,27,8
lothr071.krn,59,21
lothr059.krn,23,8
lothr058.krn,23,8
lothr070.krn,35,6
lothr064.krn,25,8
lothr048.krn,32,7
lothr060.krn,31,11
lothr061.krn,52,12
lothr049.krn,38,16
lothr063.krn,29,15
lothr062.krn,30,15
lothr053.krn,40,15
lothr047.krn,50,20
lothr046.krn,35,20
lothr052.krn,40,2
lothr044.krn,29,7
lothr050.krn,64,16
lothr051.krn,42,16
lothr045.krn,54,14
lothr069.krn,30,9
lothr041.krn,75,12
lothr055.krn,44,10
lothr054.krn,35,13
lothr040.krn,33,17
lothr068.krn,29,8
lothr056.krn,61,20
lothr042.krn,40,11
lothr043.krn,51,16
lothr057.krn,31,8
lothr030.krn,24,5
lothr024.krn,33,9
lothr018.krn,29,10
lothr019.krn,30,11
lothr025.krn,28,10
lothr031.krn,33,12
lothr027.krn,45,16
lothr033.krn,29,11
lothr032.krn,36,16
lothr026.krn,61,20
lothr022.krn,51,11
lothr036.krn,41,10
lothr037.krn,44,16
lothr023.krn,46,16
lothr009.krn,46,1
lothr035.krn,33,12
lothr021.krn,44,20
lothr020.krn,59,6
lothr034.krn,55,25
lothr008.krn,35,6
neder012.krn,32,8
neder006.krn,32,10
neder007.krn,99,30
neder013.krn,36,11
neder039.krn,46,17
neder005.krn,49,14
neder011.krn,39,10
neder010.krn,27,8
neder004.krn,34,8
neder038.krn,45,15
neder014.krn,33,8
neder028.krn,36,16
neder029.krn,56,22
neder015.krn,64,13
neder001.krn,33,8
neder017.krn,65,16
neder003.krn,24,6
neder002.krn,58,16
neder016.krn,49,16
neder059.krn,50,12
neder071.krn,16,4
neder065.krn,46,16
neder064.krn,40,17
neder070.krn,91,19
neder058.krn,24,8
neder066.krn,48,16
neder072.krn,31,8
neder073.krn,40,8
neder067.krn,59,13
neder063.krn,45,15
neder077.krn,51,12
neder076.krn,90,32
neder062.krn,113,36
neder074.krn,17,4
neder060.krn,45,10
neder048.krn,60,15
neder049.krn,38,8
neder061.krn,44,11
neder075.krn,61,12
neder078.krn,57,12
neder050.krn,36,8
neder044.krn,45,8
neder045.krn,78,12
neder051.krn,33,8
neder079.krn,33,5
neder084.krn,50,24
neder047.krn,36,8
neder053.krn,38,12
neder052.krn,57,9
neder046.krn,40,4
neder085.krn,46,8
neder081.krn,35,9
neder042.krn,39,11
neder056.krn,39,9
neder057.krn,41,11
neder043.krn,65,12
neder080.krn,33,9
neder082.krn,40,21
neder055.krn,38,9
neder041.krn,24,7
neder069.krn,30,7
neder068.krn,35,10
neder040.krn,28,6
neder054.krn,65,16
neder083.krn,33,8
neder033.krn,32,8
neder027.krn,34,8
neder026.krn,64,29
neder032.krn,63,12
neder018.krn,33,8
neder024.krn,18,4
neder030.krn,35,15
neder031.krn,34,7
neder025.krn,19,4
neder019.krn,38,12
neder021.krn,43,14
neder035.krn,36,12
neder009.krn,22,4
neder008.krn,40,10
neder034.krn,42,9
neder020.krn,42,10
neder036.krn,60,16
neder022.krn,46,12
neder023.krn,49,12
neder037.krn,46,16
ukrain12.krn,41,8
ukrain06.krn,90,19
ukrain07.krn,40,8
ukrain13.krn,34,8
ukrain05.krn,36,10
ukrain11.krn,63,12
ukrain10.krn,50,10
ukrain04.krn,36,16
ukrain01.krn,29,5
ukrain03.krn,30,8
ukrain02.krn,48,12
ukrain09.krn,44,9
ukrain08.krn,25,8
romani11.krn,33,7
romani05.krn,26,8
romani04.krn,48,12
romani10.krn,19,4
romani06.krn,33,6
romani12.krn,33,8
romani13.krn,28,8
romani07.krn,39,8
romani03.krn,38,8
romani17.krn,42,8
romani16.krn,24,8
romani02.krn,32,12
romani28.krn,53,18
romani14.krn,39,9
romani01.krn,50,12
romani15.krn,34,8
romani24.krn,35,8
romani18.krn,30,8
romani19.krn,25,13
romani25.krn,30,8
romani27.krn,43,12
romani26.krn,53,12
romani22.krn,48,16
romani23.krn,30,8
romani09.krn,44,14
romani21.krn,21,4
romani20.krn,34,16
romani08.krn,74,12
ussr16.krn,32,6
ussr02.krn,32,8
ussr03.krn,39,10
ussr17.krn,33,8
ussr29.krn,46,8
ussr01.krn,36,8
ussr15.krn,42,8
ussr14.krn,39,9
ussr28.krn,37,9
ussr04.krn,16,4
ussr10.krn,27,6
ussr11.krn,34,8
ussr05.krn,20,4
